,Job_Number,Job_Type,ResidFlag,NonresFlag,Job_Status,CompltYear,PermitYear,ClassAInit,ClassAProp,ClassANet,HotelInit,HotelProp,OtherBInit,OtherBProp,UnitsCO,Boro,BIN,BBL,AddressNum,AddressSt,Occ_Init,Occ_Prop,Job_Desc,DateFiled,DatePermit,DateLstUpd,DateComplt,ZoningDst1,ZoningDst2,ZoningDst3,SpeclDst1,SpeclDst2,Landmark,FloorsInit,FloorsProp,Enlargemnt,Ownership,CenBlock10,BCTCB2010,BCT2010,NTA2010,NTAName10,PUMA2010,CommntyDst,CouncilDst,SchSubDist,SchCommnty,SchElmntry,SchMiddle,FireCmpany,FireBattln,FireDivsn,PolicePcnt,PL_FIRM07,PL_PFIRM15,Latitude,Longitude,GeomSource,DCPEdited,Version
56181,440622890,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4101721,4044670059,2-15,148 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),PROPOSED TO RENOVATE EXISTING DWELLING AND ADD A ONE STORY ADDITION IN THE BACK AND NEW SECOND FLOOR AS PER PLANS SUBMITTED HEREWITH.,2020-08-31,10/30/2020 0:00:00,2020-10-30,,R2A, , , ,MS4, ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810973001000,40973001000,4097300,QN49,Whitestone,4103,407,19,25_1,25,298,326,E295,52,14,109, , ,40.7980996359,-73.821468821,BIN DOB buildingfootprints, ,20Q4
56190,440623979,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4305454,4162480045,524,BEACH  137 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),FILING VERTICAL EXTENSION TO A 1 FAMILY HOUSE.,2020-09-02,11/2/2020 0:00:00,2020-11-02,,R2, , , ,MS4, ,1.0,2.0, ,Private For-Profit: Individual,360810922001001,40922001001,4092200,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,414,32,27_2,27,404,64,E329,47,13,100,1,1,40.5782504013,-73.8569006097,BIN DOB buildingfootprints, ,20Q4
56192,440624095,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4258580,4119580022,111-44,143 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"PROPOSED VERTICAL ENLARGEMENT, INTERIOR RENOVATION AND CONVERSION TO TWO FAMILY",2020-09-03,10/8/2020 0:00:00,2020-10-08,,R3A, , , ,MS4, ,1.0,2.0, ,Private For-Profit: Individual,360810194002006,40194002006,4019400,QN01,South Jamaica,4112,412,28,28_1,28,360,372,E303,50,13,113, , ,40.684848336,-73.8013011907,BIN DOB buildingfootprints, ,20Q4
56194,440624451,Alteration,Residential,Non-Residential,3. Permitted for Construction, ,2020,3.0,2.0,-1.0, , , , ,0.0,4,4115367,4051210016,133-14,SANFORD AVENUE,Residential: Not Specified (RES),Residential: 3 or More Units (R-2),COVERT EXISTING THREE FAMILY DWELLING UNITS TO ONE COMMUNITY AND TWO FAMILY DWELLING UNITS. OBTAIN NEW C OF O.,2020-09-03,12/23/2020 0:00:00,2020-12-23,,R6, , , , , ,3.0,3.0, ,Private For-Profit: Individual,360810849002001,40849002001,4084900,QN22,Flushing,4103,407,20,25_2,25,324,22,L129,52,14,109, , ,40.7557789529,-73.8300952482,BIN DOB buildingfootprints, ,20Q4
56198,440624905,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4141309,4064350027,150-39,61 ROAD,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSE HORIZONTAL EXTENSION FOR CONVERSION FROM ONE- TO TWO-FAMILY ATTACHED RESIDENCE. OBTAIN NEW C.O.,2020-09-04,10/20/2020 0:00:00,2020-10-20,,R4, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810803023013,40803023013,4080302,QN62,Queensboro Hill,4103,408,24,25_3,25,320,23,E299,52,14,107, , ,40.7393346096,-73.8183391095,BIN DOB buildingfootprints, ,20Q4
56200,440624996,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4038959,4015580017,42-20,ITHACA STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERSION FROM ONE- TO TWO-FAMILY. OBTAIN NEW C.O.,2020-09-05,10/13/2020 0:00:00,2020-10-13,,R5, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810469003000,40469003000,4046900,QN29,Elmhurst,4107,404,25,24_1,24,798,33,E289,46,14,110, , ,40.7439182809,-73.8782441374,BIN DOB buildingfootprints, ,20Q4
56211,440626486,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,4,4053853,4023330009,48-39,60 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),CONVERT EXISTING GARAGE SPACE INTO A LIVING SPACE (BEDROOM).MISC PARTITIONS AND WALLS IN CONJUNCTION. ALL AS PER PLANS.,2020-09-11,12/16/2020 0:00:00,2020-12-16,,R4B, , , , , ,2.0,2.0, ,Private For-Profit: Partnership,360810243001010,40243001010,4024300,QN50,Elmhurst-Maspeth,4109,402,30,24_2,24,340,50,Q288,46,14,108, , ,40.7373967523,-73.9043801529,BIN DOB buildingfootprints, ,20Q4
56228,440629189,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,1.0,1.0, , , , ,0.0,4,4133753,4060120001,212-05,29 AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),NEW 1-FAMILY 2-STORY DETACHED RESIDENCE.,2020-09-20,12/30/2020 0:00:00,2020-11-05,,R2A, , , , , ,0.0,2.0, ,Private For-Profit: Individual,360811093002015,41093002015,4109300,QN46,Bayside-Bayside Hills,4104,411,19,26_2,26,474,338,E306,53,14,111, , ,40.7750971777,-73.7767136504,BIN DOB buildingfootprints, ,20Q4
56232,440629624,Alteration,Residential, ,3. Permitted for Construction, ,2020,4.0,3.0,-1.0, , , , ,0.0,4,4533051,4013000023,40-09,68 STREET,Residential: 3 or More Units (J-0),Residential: 3 or More Units (R-2),CONVERT EXISTING 4-FAMILY TO 3-FAMILY WITH INTERIOR RENOVATION OF PARTITION WORKS AS PER PLAN HEREWITH. TO GET NEW C OF O.,2020-09-21,11/11/2020 0:00:00,2020-11-11,,R6, , , , , ,4.0,4.0, ,Private For-Profit: Individual,360810263002002,40263002002,4026300,QN63,Woodside,4109,402,26,24_1,24,336,52,E292,46,14,108, , ,40.7458816016,-73.8969132843,BIN DOB buildingfootprints, ,20Q4
56244,440630220,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4229071,4106940084,218-21,JAMAICA AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),ALTERATION TYPE I - APPLICATION FILED TO CONVERT EXISTING ONE (1) FAMILY AND PROPOSE TWO (2) FAMILY ON SECOND FLOOR. NEW INTERIOR LAYOUT. CHANGE IN USE AND OCCUPANCY. NO INCREASE IN BULK AND FAR.,2020-09-22,11/30/2020 0:00:00,2020-11-30,,C4-2,R6, , , , ,2.0,2.0, ,Private For-Profit: Corporation,360810566001003,40566001003,4056600,QN34,Queens Village,4105,413,23,29_4,29,805,49,L162,53,14,105, , ,40.7182527833,-73.7365763637,BIN DOB buildingfootprints, ,20Q4
56245,440630435,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4460809,4084400001,254-09,74 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"INTERIOR RENOVATIONS TO COOPERATIVE RESIDENTIAL DWELLING TO REVERT BACK TO TWO FAMILY DWELLING, NEW KITCHEN AT 2ND FLOOR, NEW BATHROOM, LAUNDRY AND ACCESSORY USES IN CELLAR FOR AMENDED CERTIFICATE OF OCCUPANCY.",2020-09-23,11/17/2020 0:00:00,2020-11-17,,R3-2, , , , , ,3.0,3.0, ,Private For-Profit: Corporation,360811551025003,41551025003,4155102,QN44,Glen Oaks-Floral Park-New Hyde Park,4105,413,23,26_3,26,485,15,E251,53,14,105, , ,40.747471039,-73.7185793781,BIN DOB buildingfootprints, ,20Q4
56247,440630809,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4270352,4125360012,130-27,176 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),OBTAIN NEW CERTIFICATE OF OCCUPANCY HORIZONTAL ENLARGEMENT TWO FAMILY TO REMAI N,2020-09-23,10/19/2020 0:00:00,2020-10-19,,R3X, , , ,MS4, ,1.0,2.0, ,Private For-Profit: Individual,360810334012022,40334012022,4033401,QN08,St. Albans,4112,412,27,29_1,29,451,62,L133,50,13,113, , ,40.6785565791,-73.7664855365,BIN DOB buildingfootprints, ,20Q4
56255,440632031,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4148808,4068920012,61-43,164 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"PROPOSED HORIZONTAL AND VERTICAL ENLARGEMENT OF EXIST.1 STORY BRICK, AND CONVERT TO 2 FAMILY DWELLING. OBTAIN A NEW CERTIFICATE OF OCCUPANCY.",2020-09-27,11/5/2020 0:00:00,2020-11-05,,R4, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360811227011001,41227011001,4122701,QN38,Pomonok-Flushing Heights-Hillcrest,4106,408,24,26_1,26,468,79,L152,52,14,107, , ,40.7371741546,-73.8043810511,BIN DOB buildingfootprints, ,20Q4
56260,440632601,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4249000,4115590048,150-09,HURON STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"TWO STORY HORIZONTAL ENLARGEMENT , INTERIOR AND EXTERIOR RENOVATION AND CONVERSION TO TWO FAMILY",2020-09-29,11/25/2020 0:00:00,2020-12-03,,R3X, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810088001011,40088001011,4008800,QN56,Ozone Park,4113,410,32,27_4,27,912,323,E331,51,13,106, , ,40.6688667682,-73.8358320499,BIN DOB buildingfootprints, ,20Q4
56264,440633003,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4256327,4117940056,134-14,133 AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),APPLICATION FILED TO CONVERSION OF ONE FAMILY TO TWO FAMILY WITH FRONT AND REAR EXTENSION AND PROPOSED SECOND FLOOR.,2020-09-30,11/27/2020 0:00:00,2020-11-27,,R3-2, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810814003005,40814003005,4081400,QN55,South Ozone Park,4113,410,28,27_3,27,440,60,E302,54,13,106, , ,40.6688206777,-73.8041945225,BIN DOB buildingfootprints, ,20Q4
56265,440633076,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4275140,4127660082,118-30,230 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),FILING FOR INTERIOR RENOVATION AND VERTICAL ENLARGEMENT OF EXISTING ONE FAMILY RESIDENCE. NEW CERTIFICATE OF OCCUPANCY IS REQUIRED,2020-09-30,11/16/2020 0:00:00,2020-11-16,,R2A, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360810606002000,40606002000,4060600,QN33,Cambria Heights,4105,413,27,29_2,29,454,42,L165,54,13,105, , ,40.690143554,-73.732877182,BIN DOB buildingfootprints, ,20Q4
56272,440633469,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4170123,4081830045,46-13,243 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"TO USE 'BIG ALT' REGULATIONS TO REBUILD EXISTING TWO STORY &amp; ATTIC ONE FAMILY DWELLING WITH DIFFERENT DIMENSIONS.  WORK TO INCLUDE NEW FOUNDATIONS, UPPER STRUCTURE &amp; MECHANICAL.",2020-10-01,12/15/2020 0:00:00,2020-12-15,,R1-2, , , ,MS4, ,2.0,3.0, ,Private For-Profit: Individual,360811507012005,41507012005,4150701,QN45,Douglas Manor-Douglaston-Little Neck,4104,411,19,26_3,26,482,13,E313,53,14,111, , ,40.7637554021,-73.7422174247,BIN DOB buildingfootprints, ,20Q4
56280,440634547,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4127299,4056250052,48-61,189 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"APPLICATION IS FOR RENOVATIONS AND VERTICAL ADDITION TO BUILDING, AS PER PLANS SUBMITTED HEREWITH. OBTAINING OF CERTIFICATE OF OCCUPANCY.",2020-10-05,12/18/2020 0:00:00,2020-12-18,,R2, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360811417002008,41417002008,4141700,QN48,Auburndale,4104,411,20,26_2,26,471,79,L167,53,14,111, , ,40.7476337954,-73.788609999,BIN DOB buildingfootprints, ,20Q4
56300,440636000,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4267692,4123560017,117-17,165 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),REMOVAL OF ROOF AND RAISE SECOND FLOOR WALLS FOR FULL SECOND FLOOR; ENLARGE BOTH FLOORS TO NORTH SIDE AND COMPLETE INTERIOR RENOVATION AT ALL FLOORS. CONVERT TO TWO FAMILY.,2020-10-08,11/9/2020 0:00:00,2020-11-30,,R3A, , , ,MS4, ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810284002002,40284002002,4028400,QN76,Baisley Park,4112,412,27,28_1,28,399,59,L155,54,13,113, , ,40.6844021929,-73.7807723717,BIN DOB buildingfootprints, ,20Q4
56302,440636171,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4280509,4130370067,218-17,140 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),VERTICAL AND HORIZONTAL ENLARGEMENT AND INTERIOR RENOVATION. ONE FAMILY TO REMAIN.,2020-10-09,12/21/2020 0:00:00,2020-12-09,,R3X,R3-2, , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810328001011,40328001011,4032800,QN66,Laurelton,4105,413,31,29_1,29,451,62,E311,54,13,105, , ,40.6724069145,-73.7555717287,BIN DOB buildingfootprints, ,20Q4
56314,440637483,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,4,4255389,4117660001,128-19,133 AVENUE,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),FILING HEREWITH PLANS AND APPLICATIONS TO RELOCATE 2 CAR PARKING TO SIDE YARD AND CONVERT EXISTING CELLAR ITNO ACCESSORY USE WITH THE FIRST FLOOR. REQUESTING FOR NEW CERTIFICATE OF OCCUPANCY. VIEW APPLICATION # 421945685 FOR PAVING AND INTERIOR RENOVATIO,2020-10-13,11/24/2020 0:00:00,2020-11-24,,R3-2, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810818003004,40818003004,4081800,QN55,South Ozone Park,4113,410,28,27_3,27,440,60,E302,54,13,106, , ,40.6707823089,-73.8103602169,BIN DOB buildingfootprints, ,20Q4
56337,440640807,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4268601,4123950025,114-50,174 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"PROPOSED HORIZONTAL ENLARGEMENT, INTERIOR RENOVATION, AND CONVERSION TO TWO FAMILY",2020-10-22,11/16/2020 0:00:00,2020-11-16,,R3X, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Individual,360810432001008,40432001008,4043200,QN08,St. Albans,4112,412,27,29_2,29,457,42,L133,50,13,113, , ,40.6911486228,-73.7759914474,BIN DOB buildingfootprints, ,20Q4
56348,440641450,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4275093,4127640105,118-39,227 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"FILING FOR INTERIOR RENOVATION, VERTICAL AND HORIZONTAL ENLARGEMENT OF EXISTING ONE FAMILY RESIDENCE. NEW CERTIFICATE OF OCCUPANCY IS REQUIRED",2020-10-24,12/17/2020 0:00:00,2020-12-17,,R2A, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810606002002,40606002002,4060600,QN33,Cambria Heights,4105,413,27,29_2,29,454,42,L165,54,13,105, , ,40.6905913012,-73.7351336952,BIN DOB buildingfootprints, ,20Q4
56357,440642725,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4254286,4117360031,133-17,115 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"ENLARGE ATTIC TO FULL SECOND FLOOR; REAR TWO STORY ENLARGEMENT, RENOVATION AT ALL FLOORS AND CONVERSION TO TWO FAMILY",2020-10-28,12/14/2020 0:00:00,2020-11-27,,R3A, , , , , ,1.0,2.0,Horizontal and Vertical,Private For-Profit: Individual,360810838004000,40838004000,4083800,QN55,South Ozone Park,4113,410,32,27_3,27,437,60,E308,51,13,106, , ,40.6724420446,-73.8239325996,BIN DOB buildingfootprints, ,20Q4
56389,440645241,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,4,4189768,4091270043,107-52,76 STREET,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),PROPOSED RENOVATION OF EXISTING ONE FAMILY HOUSE; CONVERT FIRST FLOOR TO PART OF THE DWELLING UNIT. OBTAIN A NEW C OF O.,2020-11-05,12/17/2020 0:00:00,2020-12-17,,R4, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810044012011,40044012011,4004401,QN56,Ozone Park,4113,410,32,27_4,27,427,323,E331,51,13,106, , ,40.6751760141,-73.8606649541,BIN DOB buildingfootprints, ,20Q4
56399,440646026,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4273259,4126780024,120-36,195 STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),FILING FOR INTERIOR RENOVATION WORK TO CONVERT EXISTING RESIDENCE FROM ONE FAMILY TO TWO FAMILIES. NEW CERTIFICATE OF OCCUPANCY IS REQUIRED,2020-11-09,12/4/2020 0:00:00,2020-12-04,,R3A, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810376003002,40376003002,4037600,QN08,St. Albans,4112,412,27,29_2,29,452,42,E317,54,13,113, , ,40.6878522669,-73.7540245841,BIN DOB buildingfootprints, ,20Q4
56418,440647427,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,2.0,1.0, , , , ,0.0,4,4094614,4038630084,88-22,81 ROAD,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),COVERTING EXISTING 1 FAMILY DWELLING TO 2 FAMILY DWELLING AS PER PLAN FILED HEREWITH. OBTAIN A NEW CERTIFICATE OF OCCUPANCY.,2020-11-13,12/30/2020 0:00:00,2020-12-30,,R4-1, , , , , ,2.0,2.0, ,Private For-Profit: Individual,360810639001008,40639001008,4063900,QN19,Glendale,4110,405,30,24_4,24,346,369,E319,46,14,104, , ,40.7036743467,-73.8582871251,BIN DOB buildingfootprints, ,20Q4
58218,510113128,New Building,Residential,Non-Residential,3. Permitted for Construction, ,2020,0.0,48.0,48.0, , , , ,0.0,5,5157667,5010350012,221,PORT RICHMOND AVENUE,Empty Site,Residential: 3 or More Units (R-2),CONSTRUCT NEW 6 STORY MIXED-USE BUILDING AS PER PLANS FILED.,2018-11-08,3/11/2020 0:00:00,2020-06-05,,C4-2, , , , , ,0.0,6.0, ,Private For-Profit: Individual,360850207003006,50207003006,5020700,SI28,Port Richmond,3903,501,49,31_4,31,278,362,E157,22,8,121, , ,40.635756,-74.134467,Lat/Lon geosupport, ,20Q4
58225,510113208,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,5,5057096,5040920053,16,MILBANK ROAD,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),INTERIOR AND PARTIAL EXTERIOR RENOVATION AND NEW PLUMBING &amp; MECHANICAL WORK/ REPLACE EXISTING SIDING WORK/ FLOODING -RESISTANT CONSTRUCTION ELEVATION / DESIGN FLOOR ELEVATION,2018-11-26,12/21/2020 0:00:00,2020-12-21,,R3X, , , , , ,1.0,1.0, ,Private For-Profit: Individual,360850128042013,50128042013,5012804,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,267,7,E165,23,8,122,1,1,40.5611831899,-74.1029713286,BIN DOB buildingfootprints, ,20Q4
58226,510113217,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,5,5065865,5051550016,78,WHITMAN AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"RENOVATION/ENLARGEMENT OF EXIST 1 FAMILY DWELLING &amp; SUPERSEDE APPLICATION #500518932 EXPIRED BY LIMITATION BUT NOT SIGNED OFF, NO CHANGE TO EXISTING USE, EGRESS, OCCUPANCY, OR ACCESSIBILITY WITH REGARD TO ADA PROPOSED UNDER THIS APPLICATION, SEE CONS",2018-11-28,1/8/2020 0:00:00,2020-03-04,,R3A, , ,SRD, , ,2.0,2.0, ,Private For-Profit: Individual,360850132032018,50132032018,5013203,SI54,Great Kills,3901,503,51,31_3,31,260,6,E162,23,8,122, , ,40.5449739024,-74.1442581169,BIN DOB buildingfootprints, ,20Q4
58230,510113253,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,5,5054241,5037350005,481,MIDLAND AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),ONE 2 FAMILY RESIDENCE,2019-01-09,9/25/2020 0:00:00,2020-09-25,,R3-1, , , , , ,0.0,3.0, ,Private For-Profit: Individual,360850112022008,50112022008,5011202,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,266,7,L081,21,8,122,1,1,40.574459,-74.096482,Lat/Lon geosupport, ,20Q4
58241,510113468,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,5,5057847,5042310032,184,BEACH AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),RENOVATION OF EXIST SINGLE FAMILY DWELLING,2019-04-08,2/14/2020 0:00:00,2020-12-14,,R3X, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Individual,360850134003008,50134003008,5013400,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,267,7,E165,23,8,122, , ,40.5701429133,-74.1183995116,BIN DOB buildingfootprints, ,20Q4
58242,510113477,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,2.0,2.0, , , , ,0.0,5,5171781,5042310032,188,BEACH AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),NEW 2 FAMILY DWELLING,2019-04-10,10/5/2020 0:00:00,2020-12-02,,R3X, , , ,MS4, ,0.0,2.0, ,Private For-Profit: Individual,360850134003008,50134003008,5013400,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,267,7,E165,23,8,122, , ,40.570102,-74.118299,Lat/Lon DCP,longitude/nlatitude,20Q4
58246,510113547,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,5,5053220,5036730017,135,HAVEN AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"RENOVATION AND RAISE OF EXISTING SINGLE FAMILY DWELLING, NO CHANGE TO EXISTING USE, OCCUPANCY, YARDS, OR FIRE RESISTANCE RATINGS PROPOSED UNDER THIS APPLICATION",2019-05-24,8/28/2020 0:00:00,2020-08-28,,R3-1, , , , , ,1.0,2.0, ,Private For-Profit: Individual,360850112012012,50112012012,5011201,SI36,Old Town-Dongan Hills-South Beach,3902,502,50,31_3,31,266,7,E159,21,8,122,1,1,40.5791141113,-74.098323378,BIN DOB buildingfootprints, ,20Q4
58248,510113574,Alteration,Residential, ,3. Permitted for Construction, ,2020,2.0,2.0,0.0, , , , ,0.0,5,5048228,5032780012,173,HICKORY AVENUE,Residential: Not Specified (RES),Residential: 1-2 Family Houses (R-3),"RENOVATION/ENLARGEMENT OF EXISTING 2 FAMILY DWELLING, NO CHANGE TO EXISTING USE PROPOSED UNDER THIS APPLICATION, SEE PLANS FOR COMPLETE SCOPE AND DETAILING",2019-05-29,7/21/2020 0:00:00,2020-08-27,,R3X, , , ,MS4, ,2.0,2.0, ,Private For-Profit: Individual,360850070003008,50070003008,5007000,SI36,Old Town-Dongan Hills-South Beach,3902,502,50,31_3,31,287,9,E161,21,8,122, , ,40.5933747422,-74.0719440306,BIN DOB buildingfootprints, ,20Q4
58249,510113592,Alteration,Residential, ,3. Permitted for Construction, ,2020,1.0,1.0,0.0, , , , ,0.0,5,5056768,5040790043,16,NEPTUNE STREET,Residential: 1-2 Family Houses (J-3),Residential: 1-2 Family Houses (R-3),"1 FAMILY HOME LIFTED 12' TO COMPLY WITH FEMA FLOOD MAP REQUIREMENTS, OBTAIN C OF O (NO C OF O EXISTS).  NEW CONCRETE FOUNDATION WALLS, NEW EXTERIOR STAIR, NEW FIREPROOFING ELEMENTS ADDED TO BOILER ROOM. NEW UNHEATED, UNENCLOSED SPACE AT GROUND FLOOR TO B",2019-06-13,12/22/2020 0:00:00,2020-12-22,,R3X, , , ,MS4, ,2.0,3.0, ,Private For-Profit: Individual,360850128042002,50128042002,5012804,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,267,7,E165,23,8,122, ,1,40.5647890132,-74.0997017949,BIN DOB buildingfootprints, ,20Q4
58252,510113663,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,1.0,1.0, , , , ,0.0,5,5174910,5038730032,108,MAPLETON AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),NEW SEMI DETACHED SINGLE FAMILY DWELLING,2019-07-09,9/17/2020 0:00:00,2020-09-22,,R3-2, , , ,MS4, ,0.0,3.0, ,Private For-Profit: Individual,360850112023010,50112023010,5011202,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,266,7,L081,21,8,122,1,1,40.572494,-74.089474,Lat/Lon geosupport, ,20Q4
58254,510113798,New Building,Residential, ,3. Permitted for Construction, ,2020,0.0,1.0,1.0, , , , ,0.0,5,5174508,5038730032,110,MAPLETON AVENUE,Empty Site,Residential: 1-2 Family Houses (R-3),NEW SEMI DETACHED SINGLE FAMILY DWELLING,2019-08-29,9/11/2020 0:00:00,2020-09-15,,R3-2, , , ,MS4, ,0.0,3.0, ,Private For-Profit: Individual,360850112023010,50112023010,5011202,SI45,New Dorp-Midland Beach,3902,502,50,31_3,31,266,7,L081,21,8,122,1,1,40.572494,-74.089474,Lat/Lon geosupport, ,20Q4
